genre,track_id,artist_name,title,loudness,tempo,time_signature,key,mode,duration,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12,max_segment_timbre1,max_segment_timbre2,max_segment_timbre3,max_segment_timbre4,max_segment_timbre5,max_segment_timbre6,max_segment_timbre7,max_segment_timbre8,max_segment_timbre9,max_segment_timbre10,max_segment_timbre11,max_segment_timbre12
1,TRAOXEU128F4299BE5,Glen Campbell,Woodcarver,-8.472,152.082,3,1,1,202.70975,45.2474515625,-13.24780625,18.2922296875,-4.12519375,1.704040625,-6.469228125,-6.89789375,-10.3089796875,9.4925953125,0.264615625,-2.5224359375,4.619765625,18.259298082,1683.43722001,1198.5967589,1301.2617074,700.842257564,531.530408848,620.486369226,428.067485979,351.315572863,310.04827023,216.032925327,303.773184001,53.803,13.654,75.913,35.935,0.913,12.802,-16.912,-1.027,8.886,15.805,23.924,-8.178
1,TRABDZC128F42AC23F,Neil Sedaka,Because Of You,-9.448,76.013,3,4,0,170.84036,44.7951938998,15.0324248366,36.8303202614,-5.3917777778,29.6286296296,-8.3947734205,-27.8453769063,-11.2322941176,8.7627995643,-0.2999106754,0.0329738562,-0.914795207,20.2146839079,1866.88956633,2318.64416534,2101.52420627,929.733497998,772.646926193,880.494679477,500.362762896,554.112505677,307.677947153,220.779257982,508.769322642,48.678,36.078,103.968,-39.955,28.845,47.88,12.939,5.669,-4.295,18.354,-1.232,5.6
1,TRALJAZ128F933DE4A,Neil Sedaka,Superbird,-17.289,159.184,1,4,0,256.9922,36.4178604383,110.305066897,-8.3020299885,-25.7347762399,41.9765201845,-24.3403956171,-28.2926689735,-2.9140553633,-13.3238788927,1.5012733564,-2.121739331,2.7673264129,19.8303045261,1098.04917199,2214.07357599,634.365518746,689.55242249,275.096101256,320.708250012,172.424402115,186.724189318,123.05706657,62.3880829424,217.542670995,45.485,57.611,30.441,1.244,24.12,-16.476,-9.787,4.377,-5.767,-9.651,-4.998,-15.359
1,TRAUKNJ128F933A413,Johnny Nash,There Are More Questions Than Answers,-12.43,163.257,1,4,1,167.26159,41.6707425595,-7.0393333333,32.5552142857,11.4227604167,0.2228080357,0.1127306548,5.7998020833,-9.8459419643,8.336483631,-10.8774449405,-2.305858631,0.5468988095,23.9492605096,2873.5056405,2898.22918259,1234.18052819,787.118697884,947.012691703,749.206920962,652.114910683,566.694899196,526.531082399,255.065747145,329.234037665,45.674,-10.894,33.545,60.784,11.309,-20.046,26.114,-47.087,-11.893,2.074,29.145,10.945
1,TRAWNBV128F4279867,Johnny Nash,Loving You,-12.575,170.987,4,2,1,161.67138,39.9056758958,-34.7461433225,29.7698794788,-2.6829022801,-20.5174397394,-10.1067052117,-4.9577068404,3.1264153095,10.7531612378,3.8166824104,-1.5998029316,-3.408519544,51.9238099715,2427.1448573,2097.51037896,1159.18765315,662.334403706,626.189663856,735.23978079,316.84971421,396.572177383,242.66034823,228.026004904,356.942876927,47.318,-24.662,11.638,60.53,-26.412,-45.191,-5.437,-6.119,-9.561,-0.372,-11.779,2.086
1,TRAPRGZ12903CB7132,Johnny Nash,I See God,-16.404,86.128,1,3,1,187.0624,35.7472814815,-121.113738272,20.8751506173,-17.7155160494,12.2624617284,-16.0082567901,-20.170091358,-5.2742567901,7.9131802469,-4.3143901235,1.110345679,4.2676296296,35.6492410516,4548.80591396,3473.18839631,1344.12399145,1316.62435918,438.236756922,972.146576187,409.419804408,1202.49861852,333.606897122,186.563543495,485.290244411,49.054,-8.716,139.762,31.494,18.602,-23.042,27.87,4.147,41.392,15.024,3.814,64.703
1,TRAAUMN128F4273561,Soul Asylum,Lies Of Hate,-6.582,68.734,4,11,0,279.2224,48.0621705069,6.5223225807,43.845109447,4.2440587558,-11.3512592166,-17.0134101382,7.7974758065,-6.5515288018,10.6950276498,-3.2442430876,0.0992834101,-7.4809953917,44.4408437566,706.666552504,565.220169485,461.136739447,410.60561407,306.228439099,349.084085498,201.831757242,147.879418838,156.146997414,88.4961941178,169.413711758,52.714,63.344,44.215,-32.638,5.591,7.7,-11.334,-0.909,7.858,4.237,-0.01,-11.068
1,TRAUFRK128F147C548,Soul Asylum,Don't It (make Your Troubles Seem Small) (Album Version),-11.71,195.005,1,0,1,168.93342,44.7771316306,13.8490137525,38.0983418468,-3.8192043222,-12.2668369352,-23.3114695481,0.3206031434,-5.3018428291,12.4682062868,1.0303831041,0.6511768173,-0.5119705305,18.9901716939,897.727449137,723.367920052,363.310836634,347.467344117,217.391303495,303.536884558,219.520532007,291.347907358,132.279767466,72.5147500041,156.908149447,48.141,29.049,43.861,14.334,-9.312,-18.592,0.045,2.542,29.052,7.915,8.856,27.703
1,TRAOJNB128F147C52F,Soul Asylum,Long Day (Album Version),-11.207,70.778,4,11,0,166.26893,45.3037994616,27.3932476447,4.8186958277,-15.6074414536,-16.1344858681,-24.2353889637,-11.4567792732,-0.2567806191,10.1866783311,3.1784145357,1.6930242261,2.0459125168,6.7613343245,753.522220073,450.132800088,438.932988537,519.556467755,255.510139123,165.505045601,189.137049022,191.033837879,149.614326278,102.413954686,164.579034737,49.141,65.232,26.767,-13.755,16.601,-10.934,10.97,6.462,10.164,11.752,-2.543,32.204
1,TRAXNKL128F42AFD92,Soul Asylum,Slowly Rising,-5.225,151.941,4,7,1,235.20608,50.1308608108,55.6900554054,19.5259013514,-5.4936432432,-35.6238972973,-25.2685337838,-0.6228810811,2.8757878378,0.1820378378,3.3619905405,1.3302135135,-3.7509662162,23.3105723766,940.382497566,1192.857415,532.883587857,625.073622827,367.336350035,392.626398899,210.369549046,181.458579431,153.719322666,174.258460265,237.228850616,54.237,59.214,44.571,15.356,-54.716,-37.421,-3.346,-15.293,-1.04,3.807,15.084,4.107
1,TRAKUNC128F147C549,Soul Asylum,Freaks (Album Version),-10.294,191.226,4,2,1,206.75873,45.2316392092,29.0915205931,44.1332257002,-1.8813789127,-28.4599884679,-18.9094398682,1.5152306425,3.7382635914,-4.0423805601,-2.5710840198,-1.360523888,-11.8797924217,33.7653068764,923.527054691,1100.11188602,423.985351089,420.797461076,146.953350764,329.579676741,158.715469179,247.501238232,140.387032107,96.6797938672,176.445979469,47.619,69.083,63.306,-13.808,-11.211,-11.84,19.53,-12.773,-9.325,10.753,-18.725,-15.901
1,TRALZUL128F4236D23,Sugar Ray,Mean Machine (Remastered LP Version),-4.068,92.299,4,11,0,161.82812,52.27131,44.240056,28.682336,1.512868,-13.334278,-15.476916,3.587804,8.159586,7.737044,10.441766,-2.905974,-5.389358,5.0802576139,688.984660901,717.386271079,1173.21637707,358.432001381,508.921344749,351.927074498,419.759750963,232.323959478,211.474311871,271.553438277,140.193232606,53.29,62.766,48.127,15.486,-2.351,-11.54,20.866,35.377,7.59,23.866,-31.931,-16.891
1,TRAAABD128F429CF47,The Box Tops,Soul Deep,-9.843,121.274,4,6,0,148.03546,43.0710363636,-4.0353909091,23.5722927273,12.9235763636,-2.5450363636,5.0523945455,9.2381509091,-4.3459745455,5.2241036364,2.9356636364,-2.7526381818,1.7293963636,34.1927261696,1102.46322315,832.911483483,1592.16564684,639.650088086,848.110052603,403.61005651,384.477304352,308.134281409,282.150570547,258.995681915,146.146457243,47.757,8.6,47.453,27.643,41.666,12.281,-1.388,-21.972,-2.076,29.183,-27.485,17.035
1,TRBHEOR128F429D1B0,The Box Tops,I Can Dig It,-11.669,93.773,1,4,1,142.36689,40.1890221328,22.4812615694,28.5210442656,26.367804829,1.4724205231,8.1500241449,-1.2075090543,0.2273541247,3.883750503,-6.7362595573,0.2734285714,-0.393806841,35.8694627903,2390.36348186,3076.88780871,3091.83796192,922.142816614,1679.66184506,370.60544522,585.544371863,525.150504843,376.902888772,466.164869605,235.646554904,49.825,59.206,89.052,-43.223,6.252,17.238,-9.916,-10.986,6.91,13.332,23.867,2.252
1,TRACWCV128F429D196,The Box Tops,Neon Rainbow,-10.393,117.381,4,0,1,177.3971,39.8658299817,-19.0814241316,-13.9344972578,-3.8910877514,2.9761499086,0.8749981718,-27.3230493601,-10.5908683729,8.3935082267,-2.0253144424,1.7685575868,5.4457276051,44.1914828175,2877.1190726,1642.64286372,1919.36848807,1101.68575962,907.056038404,700.282255495,686.313814791,499.648360842,397.360723506,235.418244872,362.419380867,51.018,-25.088,19.724,73.438,18.719,-38.309,-11.279,-28.23,3.124,-2.456,0.509,19.891
1,TRAQXKZ128F429D175,The Box Tops,People Make The World,-12.345,110.771,3,7,1,148.61016,41.1814041096,-47.8035547945,25.3099315068,1.4105753425,-9.6413059361,-9.8570022831,-6.8382785388,-7.4123013699,-3.2299748858,-5.7452990868,2.5869223744,-0.7892054795,35.7785037979,2865.75216003,2080.36817156,1187.60382562,977.131443879,692.206785121,543.931788667,474.281886708,337.526547038,279.015612059,216.219694725,277.819297497,49.75,36.711,37.462,50.677,-29.746,-5.238,-37.897,-24.04,11.191,9.65,-27.952,-17.804
1,TRABNET128F14560AC,J.J. Cale,Trouble In The City,-18.863,133.398,1,6,0,202.94485,31.4999887077,-65.1932233375,-60.043902133,3.6025997491,-21.3156173149,14.0912358846,-10.932476788,-5.0573262233,3.8625144291,-5.6834755333,1.4176336261,13.868250941,22.1452522621,2279.08401689,1628.25059572,1975.3894936,448.168542477,1479.26857258,500.919966455,657.694849118,310.266468659,369.472809665,360.944892353,210.521324717,31.956,46.003,-23.521,-171.664,-28.171,50.012,-31.735,-8.646,36.332,-56.826,1.651,19.896
1,TRAPSHW128F14560A6,J.J. Cale,Losers,-15.6,136.273,1,0,1,160.62649,36.314348228,-7.0531093991,-7.9725315871,7.7083266564,-14.2656009245,-8.5597211094,-3.6834776579,5.0853127889,8.7154946071,1.4679599384,6.8135362096,6.2904268105,46.2432203379,1350.45579157,904.64159073,864.862423822,482.49930603,727.172601825,197.931348231,272.225170535,219.376765911,210.475700177,233.165423552,166.116469761,41.462,-37.048,-22.108,71.782,-9.969,-5.166,-10.143,-9.52,11.945,-8.789,16.925,-8.018
1,TRAMGAZ128F148D4C3,J.J. Cale & Eric Clapton,Sporting Life Blues (Album Version),-14.259,113.151,3,5,1,211.17342,37.9069832496,-31.4252931323,-64.3031624791,-20.6588542714,-12.5865460637,-1.735958124,-6.4506080402,-5.1960067002,-6.5967688442,3.7987236181,-2.7634371859,18.9878877722,14.1488339227,2078.22238702,1209.7588389,1863.70735531,567.537613494,1062.62877959,608.562407957,765.337160814,324.939562734,403.349897269,289.82681638,221.979512438,32.989,-13.925,-105.196,225.912,41.27,157.684,6.665,98.815,26.678,83.766,91.501,-20.007
1,TRACRBQ128F4263964,J.J. Cale,Midnight In Memphis,-14.293,111.492,1,0,1,263.94077,38.6649857414,8.6833697719,2.1866634981,17.7623203422,-10.4061311787,7.5457480989,-5.4002490494,11.6892965779,-7.5761901141,2.0964306084,2.1199486692,2.5037557034,16.9266196776,1511.64002876,3133.55272906,1286.45958722,981.129344076,1045.91547694,686.632060427,469.928363979,358.029945352,275.347720163,292.563620554,409.080397812,26.525,9.01,-119.079,313.122,23.819,34.768,-63.648,121.353,20.512,-56.58,-3.442,-21.743
1,TRAJHHJ128F4279625,Danny Wilson,Never Gonna Be The Same,-11.053,91.256,1,11,1,167.13098,39.9206964286,2.5103232143,2.6511375,6.6040714286,28.1615071429,1.9230446429,-14.5145178571,-5.0122089286,-9.7605660714,-5.3793035714,2.5868714286,12.3602660714,50.0417529078,1822.41763868,1884.42572487,1604.35517721,905.663529289,1245.91495349,372.925804878,488.770943258,294.393076278,341.043104176,318.995043883,228.694540399,50.303,45.302,24.669,9.263,43.567,-3.394,0.382,-14.929,-5.086,-6.473,16.803,4.626
1,TRAAZIE128F427961E,Danny Wilson,The Second Summer Of Love,-7.928,196.034,4,7,1,167.20934,45.4713767886,46.65454531,18.2674006359,3.1007678855,24.0387678855,-9.1348585056,-3.4834689984,1.8461669316,-6.1670588235,1.5864642289,-0.7154403816,2.266,21.5531732905,1015.58532027,830.534147461,1184.41704187,606.328395094,690.563516948,433.196468195,246.018691179,279.490038291,226.115545969,160.965464297,272.829134995,50.595,35.075,22.087,47.128,60.197,15.955,-5.507,12.136,-7.072,7.979,-1.307,-2.676
1,TRAOPTT128F145837E,Danny Wilson,Spencer-Tracey,-14.655,158.208,4,9,0,92.42077,35.1601654135,54.6867406015,15.7269887218,17.9676804511,-17.9589924812,-13.0138458647,3.8100150376,-9.0113007519,0.0058157895,-1.9272518797,2.7037781955,-9.4723721805,162.789398236,5324.43012967,4120.10511637,1505.29036804,1712.2325797,958.135707228,401.621016789,701.667858797,264.67143394,323.442794324,248.753996894,309.721070091,46.267,-5.736,38.183,-8.794,-6.447,7.53,1.168,8.886,17.069,-9.108,-15.941,4.183
1,TRARTGG128F424ABCD,Danny Wilson,Get Happy,-8.515,92.591,4,5,1,126.53669,43.1456466942,36.5100557851,20.9389628099,-3.1267913223,17.8448698347,7.8114214876,0.0632376033,-4.0638801653,6.8763347107,3.8924421488,-7.2459421488,4.893177686,87.6404685549,1620.55208878,1475.91993654,2115.69823396,1015.22390819,1036.61163575,657.736735764,511.076274213,411.341948983,293.933892639,448.489842608,247.052489092,50.06,78.955,34.333,-33.626,53.732,30.482,27.954,9.695,9.637,1.248,-21.323,6.936
1,TRAPKBI128F92F9D33,Tom Petty And The Heartbreakers,Christmas All Over Again,-7.72,138.916,4,9,1,254.98077,47.4808068316,8.0424605418,17.566614841,-13.4709104829,-1.0215429918,-10.4283627797,8.8131366313,3.4467820966,-4.3586042403,-3.9553297998,-5.3509469965,-1.6340871614,27.0668306977,877.028757681,533.096859014,624.999592967,536.875225657,456.041100681,374.361580339,266.671203532,201.435058508,195.764199696,81.4207952775,138.006259663,48.845,17.268,22.442,-27.271,16.363,69.075,6.662,6.225,-9.626,18.824,-1.736,-9.011
1,TRACNAS128F14567C6,Tom Petty And The Heartbreakers,Mary Jane's Last Dance,-8.962,168.946,4,7,0,274.20689,44.8549656051,16.8727273885,31.4694547771,-0.9472585987,-6.0880089172,-4.0542993631,0.1399770701,-1.6599490446,-1.5772878981,-8.160978344,-0.0362356688,3.9701261147,22.50410053,1439.22982804,1779.71164999,1555.73635859,752.054300078,1051.33602644,585.092387159,457.889994573,302.883481201,286.525469295,361.283291513,288.424320836,48.307,28.947,25.618,83.619,5.31,-27.643,6.407,-13.768,0.635,-10.979,-4.399,0.834
1,TRABBOP128F931B50D,Tom Petty,A Higher Place (Album Version),-4.954,129.122,4,9,1,236.17261,50.279622142,78.6096714801,13.7181696751,-0.4519350181,4.7612033694,-18.7359338147,12.6452358604,-4.2625703971,-2.4215728039,-3.5733116727,1.6668243081,5.1122803851,9.8843467309,891.299877787,742.772325046,529.480045955,505.455432846,505.524480363,372.608966999,336.252188575,191.621826952,238.142567444,146.547135372,234.975770568,53.222,88.312,28.45,29.57,1.023,3.212,16.805,-31.665,-10.805,-9.688,12.677,16.449
1,TRAQDUR128F931B4E9,Tom Petty,Wildflowers (Album Version),-13.374,86.8,4,5,1,190.32771,40.605975976,8.0528183183,-20.5086156156,-13.2070795796,17.1096936937,-13.2321261261,-15.872006006,-18.9064204204,2.0593333333,-5.9764189189,2.766012012,3.313503003,17.6206743658,1175.80117405,735.111478987,849.717566443,567.15230614,487.586643837,465.643194378,443.100214823,218.005787712,332.403341355,196.496227192,249.665253938,49.575,-0.43,25.011,-7.803,41.039,-47.773,0.275,-9.205,-3.695,14.076,2.263,-3.213
1,TRAOASQ128F429822C,Suzi Quatro,Kids Of Tragedy,-11.38,124.519,4,4,1,207.882,43.413858804,14.2369767442,22.7102857143,-8.4881196013,-26.0360598007,-10.9872674419,13.1474534884,4.2075365449,-0.8261843854,4.5701943522,-7.7579119601,-7.6644269103,24.0543667027,1620.60623994,1308.09191274,673.059622989,627.870216634,549.861230933,623.387528065,300.125741302,239.542030439,260.155495336,152.917388808,216.697147231,47.368,55.634,77.27,18.981,-0.949,35.764,-31.637,2.101,-12.705,-6.185,-13.751,0.259
1,TRAYDJL128F145F261,Suzi Quatro,Too Big,-8.28,114.638,4,4,0,200.202,45.745406932,53.5146341463,41.8342233633,11.8836623877,-9.7974326059,-1.3745879333,5.945195122,0.7826970475,11.9391835687,7.2211899872,-2.0973863928,2.7844287548,28.5485462028,2117.2105815,2202.43671246,1442.71147597,721.222502546,866.035409547,654.340759174,689.338403847,368.097275331,424.690498367,234.402787588,368.6924229,51.483,74.344,86.819,1.805,-10.142,5.032,-12.246,7.094,-0.994,-25.985,8.823,5.085
1,TRAIDUU128F145B15D,Suzi Quatro,Mama's Boy,-11.314,168.165,1,4,1,217.46893,44.08741067,30.6662047146,53.7137084367,10.0758151365,-26.1587952854,-11.8525223325,12.2484069479,8.012325062,-0.5733908189,1.1338635236,2.6691091811,10.8418945409,19.2301806986,553.778781969,806.28409147,370.137333369,544.382986009,371.536471676,440.084758241,220.384917852,174.535922506,133.768813622,138.835134857,134.195960886,48.922,27.06,71.368,15.145,-0.576,-12.326,17.722,26.79,-1.551,6.487,-13.937,4.574
1,TRBDGQU128F146607A,Suzi Quatro,Born To Run,-5.308,131.568,4,9,1,301.21751,47.9099893162,-15.0392286325,26.055392094,0.3368514957,-12.7690064103,-8.6184786325,1.138465812,-1.3522126068,-0.0173782051,-5.0860491453,-0.2442318376,0.5291346154,54.3842347755,2646.22331657,1249.57922937,849.061832357,724.785873034,598.27179138,462.044059324,424.926878802,350.810972009,264.397892089,244.449869725,223.026610514,51.472,6.767,68.426,-28.808,-4.473,32.767,9.626,24.526,-3.225,-36.156,-15.179,2.374
1,TRATFEN128F14A3A6E,Bobbie Gentry,Ace Insurance Man,-10.736,170.897,4,9,1,214.96118,42.8454227734,68.5864577227,5.816270575,-1.4097722661,-9.3502908681,10.7031262683,-18.6981228861,-11.1187756483,4.2371702368,-0.8512333709,-6.6777271702,2.4010665164,32.7784944582,3039.1232955,2703.65500645,1935.52070044,951.376291636,1443.97746571,865.958735003,803.074776052,350.469477767,532.093536163,429.206009608,334.484971189,48.296,53.926,37,14.205,40.736,12.665,-20.268,-47.174,17.055,28.427,5.144,-8.595
1,TRAWPQO128F14604D1,Bobbie Gentry,Reunion,-11.795,99.777,1,7,1,156.21179,38.0190907643,58.1788917197,29.8911719745,28.5811703822,-6.0861257962,11.7735079618,-6.3102452229,-0.9823917197,-3.3106449045,7.6801624204,-4.7571417198,3.6078105096,148.580358949,3257.63610723,3903.98308106,5123.63293413,740.143956107,1583.06317638,942.444030535,944.964782942,419.403811086,477.784019846,533.896575198,330.485828854,50.429,70.224,45.65,-10.113,-22.064,13.641,-14.344,-14.103,-17.18,39.393,6.071,35.777
1,TRAWHWM128F14A3AA7,Bobbie Gentry,Miss Clara/Azusa Sue,-11.81,141.052,4,7,1,261.09342,41.2389625551,-24.3219449339,50.3524603524,4.6949647577,5.8510253304,6.4568887665,-25.7011123348,-2.8469636564,5.9568931718,-5.4553403084,0.322626652,-2.4255848018,20.9707289259,1911.11074085,1657.99109025,2018.18052289,733.579514091,761.360620352,652.440249027,525.18595755,326.679877443,344.155613555,363.090452919,248.754618818,48.468,-11.02,51.663,73.717,34.578,-5.431,-37.127,-1.289,13.846,4.505,-41.725,-11.61
1,TRABLSO128F14A4707,Bobbie Gentry,Courtyard,-13.134,152.434,1,2,1,177.57995,39.1595107914,-83.0804364508,-3.2240311751,-16.8945827338,-6.9632589928,-11.1160695444,-21.8324580336,-3.2478609113,-8.4215227818,-3.3387841727,5.2357793765,14.5338513189,55.2831000628,4189.37405642,3683.05806632,1543.41909986,1372.00285815,876.139297508,893.611241332,418.42329741,546.931117986,375.740321958,212.603882541,467.092279834,51.154,-31.689,99.051,13.056,-21.48,-8.751,-36.611,-27.46,40.695,2.32,11.004,24.939
1,TRAEHTK128F14A4706,Glen Campbell And Bobbie Gentry,Mornin' Glory,-13.881,101.577,4,7,1,183.11791,41.4875456274,15.6712851711,-3.8415931559,-22.1064752852,-14.714148289,-11.3221692015,-31.4038897338,-5.0255114068,-17.1824353612,-3.6713745247,3.7575684411,11.9163669202,14.3671993392,3844.26856595,1686.28241209,816.598740645,968.584091039,507.502067388,561.795293239,414.79097579,397.605189516,301.561686561,203.490343857,330.733159814,47.941,39.116,77.441,7.889,13.55,-12.707,18.939,-4.76,1.33,-0.804,-7.503,44.639
1,TRAWIFJ128F4259E47,Berlin,Now It's My Turn (Aqualite Mix),-9.424,131.989,4,11,1,231.18322,42.3720675926,56.7301092593,-56.7333259259,8.0570675926,-7.9587527778,-5.4445277778,-3.5680138889,-3.8197055556,6.2784018519,8.034612963,5.5776092593,-5.4112740741,46.9075742482,3571.20358062,2656.31181218,1755.39405672,1059.0987561,2011.24694836,583.082245295,861.197283373,295.550001637,434.247647534,347.42169931,347.583354232,53.842,92.694,58.113,15.738,4.545,-34.969,57.585,-5.016,-4.42,4.024,-4.543,22.072
1,TRAVZWX128F92EC110,Berlin,Blink Of An Eye (Alternative),-4.521,104.04,4,11,1,255.32036,49.1521157663,9.1430859978,28.5862723264,6.8918787211,5.5087508269,-15.1928820287,11.8394046307,-1.5438831312,14.8198610805,2.4632260199,-1.1835777288,-4.8144310915,50.147434389,1603.39051831,2625.71427355,1144.24925346,781.170492357,555.270178543,707.165495855,390.435851439,277.964119242,200.389168398,224.848926092,253.052910053,56.265,18.286,54.823,16.361,40.547,-18.68,58.239,10.622,5.366,6.955,3.819,3.121
